CreatedById,CourseId,Id,QuestionText,QuestionType,Marks,DifficultyIndex,CorrectRate,TimesAnswered
9,114,2887,What is a deadlock?,ShortAnswer,1,0.433,0.567,60.0
5,40,879,What does API stand for?,TrueFalse,1,0.433,0.567,30.0
10,31,690,What does SQL stand for?,TrueFalse,1,0.432,0.568,37.0
8,19,412,What does OOP stand for?,TrueFalse,2,0.432,0.568,88.0
13,142,3585,Output of 2**3 in Python?,ShortAnswer,3,0.431,0.569,51.0
9,155,4005,What is a foreign key?,TrueFalse,1,0.431,0.569,51.0
1,65,1451,Which protocol is stateless?,TrueFalse,2,0.431,0.569,65.0
14,166,4299,Output of 2**3 in Python?,ShortAnswer,1,0.429,0.571,42.0
1,123,3137,Which algorithm underlies RSA?,ShortAnswer,2,0.429,0.571,42.0
13,28,591,Overfitting in ML means?,TrueFalse,3,0.429,0.571,77.0
4,186,4784,Which algorithm underlies RSA?,TrueFalse,5,0.429,0.571,35.0
12,156,4077,Which data structure uses LIFO?,TrueFalse,1,0.429,0.571,42.0
11,198,4999,What is a foreign key?,ShortAnswer,5,0.429,0.571,28.0
11,52,1164,What does OOP stand for?,ShortAnswer,2,0.429,0.571,7.0
1,116,2931,What does SQL stand for?,ShortAnswer,2,0.429,0.571,7.0
7,98,2404,What is a deadlock?,TrueFalse,5,0.429,0.571,56.0
5,61,1376,What is a deadlock?,ShortAnswer,2,0.429,0.571,28.0
9,74,1701,What is a deadlock?,TrueFalse,5,0.429,0.571,21.0
11,20,474,What is a foreign key?,ShortAnswer,2,0.429,0.571,14.0
10,199,5037,What does OOP stand for?,ShortAnswer,3,0.427,0.573,75.0
4,23,488,What is normalization in databases?,ShortAnswer,2,0.426,0.574,47.0
7,169,4386,What is the time complexity of binary search?,ShortAnswer,1,0.425,0.575,40.0
6,68,1535,Which algorithm underlies RSA?,TrueFalse,2,0.425,0.575,40.0
5,61,1378,Which protocol is stateless?,TrueFalse,1,0.424,0.576,33.0
12,141,3549,What does SQL stand for?,TrueFalse,2,0.424,0.576,33.0
6,143,3627,Which protocol is stateless?,TrueFalse,2,0.424,0.576,33.0
2,8,180,Overfitting in ML means?,TrueFalse,1,0.423,0.577,52.0
1,123,3131,Which is NOT a supervised learning algorithm?,TrueFalse,2,0.423,0.577,52.0
8,156,4060,What is a foreign key?,TrueFalse,1,0.423,0.577,78.0
11,173,4447,Which algorithm underlies RSA?,ShortAnswer,3,0.422,0.578,83.0
1,116,2930,What is the time complexity of binary search?,TrueFalse,1,0.421,0.579,19.0
4,143,3614,Which data structure uses LIFO?,ShortAnswer,5,0.421,0.579,57.0
7,131,3374,Which data structure uses LIFO?,ShortAnswer,2,0.421,0.579,19.0
14,60,1314,Which protocol is stateless?,ShortAnswer,3,0.42,0.58,50.0
15,181,4581,Which protocol is stateless?,ShortAnswer,1,0.42,0.58,50.0
8,55,1246,Which sorting algorithm has worst-case O(n²)?,TrueFalse,3,0.419,0.581,31.0
7,20,431,Which OSI layer handles routing?,TrueFalse,2,0.419,0.581,31.0
6,184,4722,What is normalization in databases?,TrueFalse,2,0.419,0.581,74.0
2,176,4503,Which OSI layer handles routing?,TrueFalse,3,0.418,0.582,55.0
9,156,4052,Which OSI layer handles routing?,TrueFalse,5,0.418,0.582,55.0
7,191,4924,Which OSI layer handles routing?,TrueFalse,1,0.418,0.582,55.0
2,176,4515,Which protocol is stateless?,ShortAnswer,3,0.417,0.583,12.0
12,176,4490,What is a foreign key?,TrueFalse,5,0.417,0.583,24.0
11,161,4197,What is a foreign key?,TrueFalse,2,0.417,0.583,24.0
6,139,3509,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,0.417,0.583,24.0
14,60,1317,What is a deadlock?,ShortAnswer,2,0.415,0.585,53.0
14,16,292,Overfitting in ML means?,TrueFalse,2,0.415,0.585,41.0
8,63,1439,Which protocol is stateless?,ShortAnswer,5,0.414,0.586,29.0
10,72,1660,What does API stand for?,ShortAnswer,2,0.414,0.586,58.0
2,176,4499,What is normalization in databases?,ShortAnswer,5,0.413,0.587,63.0
15,180,4532,Which algorithm underlies RSA?,ShortAnswer,1,0.412,0.588,17.0
13,80,1910,What does OOP stand for?,TrueFalse,2,0.412,0.588,68.0
4,77,1784,What is the time complexity of binary search?,TrueFalse,3,0.412,0.588,34.0
8,76,1756,Which is NOT a supervised learning algorithm?,ShortAnswer,1,0.412,0.588,17.0
6,68,1532,Which protocol is stateless?,ShortAnswer,5,0.412,0.588,34.0
11,28,5129,Which algorithm underlies RSA?,TrueFalse,1,0.411,0.589,56.0
14,100,2439,What is the time complexity of binary search?,ShortAnswer,2,0.411,0.589,56.0
3,149,3816,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,0.409,0.591,22.0
7,131,3373,Output of 2**3 in Python?,ShortAnswer,3,0.409,0.591,22.0
13,72,1650,Output of 2**3 in Python?,ShortAnswer,1,0.409,0.591,44.0
6,4,5326,Overfitting in ML means?,ShortAnswer,1,0.409,0.591,44.0
3,27,563,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,3,0.408,0.592,49.0
5,33,764,Which OSI layer handles routing?,TrueFalse,2,0.407,0.593,54.0
11,161,4191,What does API stand for?,TrueFalse,3,0.407,0.593,27.0
4,74,1703,Overfitting in ML means?,ShortAnswer,2,0.407,0.593,59.0
5,61,1373,What does OOP stand for?,ShortAnswer,3,0.407,0.593,27.0
5,33,765,What is the time complexity of binary search?,ShortAnswer,1,0.407,0.593,27.0
7,94,2336,What does OOP stand for?,ShortAnswer,3,0.406,0.594,32.0
3,149,3818,Output of 2**3 in Python?,TrueFalse,3,0.406,0.594,32.0
11,2,14,What is the time complexity of binary search?,TrueFalse,5,0.405,0.595,74.0
14,16,291,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,0.405,0.595,37.0
9,156,4054,What is a foreign key?,TrueFalse,5,0.405,0.595,37.0
7,98,2411,Which data structure uses LIFO?,TrueFalse,1,0.405,0.595,42.0
3,37,801,Overfitting in ML means?,TrueFalse,5,0.404,0.596,52.0
9,155,3999,What does OOP stand for?,TrueFalse,2,0.404,0.596,52.0
7,16,272,Which is NOT a supervised learning algorithm?,TrueFalse,2,0.4,0.6,35.0
5,61,1384,What is the time complexity of binary search?,TrueFalse,1,0.4,0.6,10.0
1,123,3138,Which is NOT a supervised learning algorithm?,ShortAnswer,3,0.4,0.6,40.0
2,176,4507,What is the time complexity of binary search?,TrueFalse,3,0.4,0.6,50.0
7,114,2878,Which data structure uses LIFO?,TrueFalse,3,0.4,0.6,20.0
3,149,3819,Overfitting in ML means?,ShortAnswer,1,0.4,0.6,25.0
1,9,192,What is a foreign key?,TrueFalse,5,0.397,0.603,63.0
3,41,919,Output of 2**3 in Python?,TrueFalse,5,0.395,0.605,38.0
2,73,1680,Which algorithm underlies RSA?,TrueFalse,3,0.394,0.606,33.0
3,39,862,What is the time complexity of binary search?,ShortAnswer,1,0.393,0.607,56.0
3,146,3689,Which is NOT a supervised learning algorithm?,ShortAnswer,3,0.392,0.608,51.0
15,180,4527,Which algorithm underlies RSA?,ShortAnswer,3,0.391,0.609,46.0
6,155,4042,Which protocol is stateless?,TrueFalse,5,0.389,0.611,18.0
8,148,3761,What is the time complexity of binary search?,ShortAnswer,2,0.388,0.612,49.0
2,157,4092,What is a foreign key?,TrueFalse,2,0.388,0.612,67.0
13,72,1652,Which data structure uses LIFO?,ShortAnswer,2,0.386,0.614,44.0
4,105,2574,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,0.385,0.615,13.0
7,17,381,Which data structure uses LIFO?,TrueFalse,2,0.381,0.619,21.0
12,143,3606,What is a foreign key?,TrueFalse,1,0.381,0.619,21.0
2,176,4511,What is a deadlock?,TrueFalse,2,0.38,0.62,50.0
14,16,283,Which data structure uses LIFO?,TrueFalse,2,0.375,0.625,40.0
6,68,1533,Which data structure uses LIFO?,TrueFalse,5,0.375,0.625,40.0
5,90,2214,What is a foreign key?,TrueFalse,5,0.375,0.625,24.0
3,111,2747,What does OOP stand for?,TrueFalse,3,0.369,0.631,65.0
9,155,4007,Which algorithm underlies RSA?,TrueFalse,5,0.368,0.632,38.0
8,156,4059,What does SQL stand for?,TrueFalse,2,0.368,0.632,76.0
4,77,1786,What is a foreign key?,TrueFalse,2,0.368,0.632,38.0
9,78,1823,What is a deadlock?,ShortAnswer,2,0.367,0.633,60.0
2,132,3405,What does SQL stand for?,ShortAnswer,2,0.36,0.64,25.0
2,112,2813,What is normalization in databases?,ShortAnswer,1,0.359,0.641,39.0
8,55,1242,Which data structure uses LIFO?,TrueFalse,5,0.359,0.641,39.0
5,155,3993,What is a foreign key?,ShortAnswer,2,0.357,0.643,28.0
11,5,141,What does OOP stand for?,ShortAnswer,3,0.357,0.643,14.0
10,76,1758,What is the time complexity of binary search?,ShortAnswer,5,0.355,0.645,31.0
2,49,1096,What is normalization in databases?,TrueFalse,1,0.351,0.649,37.0
4,72,1610,Which protocol is stateless?,TrueFalse,2,0.345,0.655,29.0
11,65,1466,What is normalization in databases?,ShortAnswer,2,0.343,0.657,35.0
4,143,3613,Which is NOT a supervised learning algorithm?,TrueFalse,5,0.338,0.662,65.0
5,108,2679,What does API stand for?,ShortAnswer,2,0.333,0.667,42.0
11,5,133,What does OOP stand for?,TrueFalse,3,0.333,0.667,27.0
13,56,1261,Which algorithm underlies RSA?,ShortAnswer,3,0.333,0.667,12.0
7,174,4457,Which is NOT a supervised learning algorithm?,ShortAnswer,5,0.333,0.667,18.0
2,132,3410,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,2,0.333,0.667,27.0
7,62,1395,What is a foreign key?,TrueFalse,3,0.333,0.667,21.0
5,61,1375,What is a deadlock?,TrueFalse,3,0.333,0.667,33.0
12,176,4494,Which algorithm underlies RSA?,ShortAnswer,2,0.333,0.667,12.0
7,114,2873,Overfitting in ML means?,ShortAnswer,5,0.327,0.673,55.0
15,180,4531,Output of 2**3 in Python?,TrueFalse,2,0.324,0.676,34.0
9,114,2889,Which algorithm underlies RSA?,TrueFalse,2,0.321,0.679,28.0
4,105,2573,Which OSI layer handles routing?,ShortAnswer,2,0.321,0.679,28.0
4,97,2388,What does API stand for?,ShortAnswer,2,0.321,0.679,28.0
3,71,1578,Which algorithm underlies RSA?,ShortAnswer,2,0.304,0.696,23.0
14,16,294,What does SQL stand for?,ShortAnswer,3,0.3,0.7,10.0
2,112,2816,Which protocol is stateless?,TrueFalse,5,0.3,0.7,20.0
9,78,1826,What does API stand for?,ShortAnswer,5,0.282,0.718,39.0
10,61,1366,What is a deadlock?,ShortAnswer,5,0.281,0.719,32.0
5,89,2209,What is normalization in databases?,ShortAnswer,2,0.276,0.724,29.0
5,63,1405,Which algorithm underlies RSA?,ShortAnswer,1,0.259,0.741,27.0
2,106,2598,Which data structure uses LIFO?,ShortAnswer,1,0.256,0.744,39.0
5,87,2172,Which OSI layer handles routing?,ShortAnswer,5,0.25,0.75,20.0
12,63,1430,Which OSI layer handles routing?,TrueFalse,5,0.25,0.75,32.0
4,186,4790,What is normalization in databases?,TrueFalse,2,0.214,0.786,14.0
6,143,3630,What is normalization in databases?,MCQ,1,0.2,0.8,5.0
12,79,1834,Which data structure uses LIFO?,TrueFalse,1,,,
3,198,5007,Which is NOT a supervised learning algorithm?,MCQ,1,,,
9,81,1960,What does SQL stand for?,MCQ,2,,,
9,2,5316,Output of 2**3 in Python?,MCQ,5,,,
7,80,1892,What is the time complexity of binary search?,MCQ,3,,,
4,167,4329,What is a deadlock?,ShortAnswer,2,,,
3,135,3417,Which protocol is stateless?,TrueFalse,1,,,
4,25,526,Which OSI layer handles routing?,TrueFalse,1,,,
3,100,2428,What does SQL stand for?,TrueFalse,2,,,
14,30,656,What is the time complexity of binary search?,MCQ,2,,,
5,28,584,Overfitting in ML means?,TrueFalse,3,,,
1,65,1475,What does SQL stand for?,MCQ,2,,,
1,153,3942,Output of 2**3 in Python?,MCQ,5,,,
5,47,1037,Output of 2**3 in Python?,MCQ,1,,,
10,149,3806,Which OSI layer handles routing?,MCQ,3,,,
14,17,358,Which OSI layer handles routing?,MCQ,1,,,
7,139,3497,What is a deadlock?,MCQ,2,,,
4,107,2643,Which sorting algorithm has worst-case O(n²)?,TrueFalse,5,,,
2,161,4203,What does OOP stand for?,MCQ,2,,,
12,82,5089,What is a foreign key?,MCQ,2,,,
3,100,2429,Which algorithm underlies RSA?,MCQ,2,,,
6,159,4122,What is a deadlock?,MCQ,3,,,
9,50,1109,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
2,148,3788,What is a foreign key?,MCQ,5,,,
6,77,1771,What is a foreign key?,TrueFalse,2,,,
8,92,2252,What is a deadlock?,TrueFalse,5,,,
11,126,3153,What is a foreign key?,MCQ,2,,,
10,75,1725,Output of 2**3 in Python?,MCQ,5,,,
4,129,3314,Which protocol is stateless?,MCQ,2,,,
5,87,2158,What does API stand for?,ShortAnswer,5,,,
6,76,1735,What does SQL stand for?,ShortAnswer,5,,,
3,198,5011,Overfitting in ML means?,ShortAnswer,1,,,
15,39,843,Which OSI layer handles routing?,TrueFalse,5,,,
15,39,846,What is normalization in databases?,MCQ,5,,,
7,80,5204,What is a deadlock?,MCQ,2,,,
14,17,334,Overfitting in ML means?,MCQ,2,,,
11,150,3848,What is a deadlock?,ShortAnswer,3,,,
14,28,574,Which algorithm underlies RSA?,MCQ,2,,,
1,183,4701,What is the time complexity of binary search?,MCQ,5,,,
11,159,4096,Which OSI layer handles routing?,TrueFalse,2,,,
8,72,1643,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
9,154,3981,Which algorithm underlies RSA?,MCQ,2,,,
1,33,743,What does OOP stand for?,MCQ,5,,,
3,89,2175,Which data structure uses LIFO?,MCQ,2,,,
11,32,718,Overfitting in ML means?,TrueFalse,2,,,
1,117,5113,What does OOP stand for?,MCQ,2,,,
14,54,1204,What is a foreign key?,MCQ,2,,,
14,117,2948,Which data structure uses LIFO?,TrueFalse,2,,,
3,100,2430,What does API stand for?,TrueFalse,2,,,
9,86,2074,Which OSI layer handles routing?,ShortAnswer,2,,,
4,104,2531,Which protocol is stateless?,MCQ,2,,,
4,147,3746,What is the time complexity of binary search?,MCQ,2,,,
7,131,3384,Which is NOT a supervised learning algorithm?,ShortAnswer,3,,,
9,128,3263,Which algorithm underlies RSA?,ShortAnswer,2,,,
10,90,2230,What does OOP stand for?,TrueFalse,2,,,
9,122,3127,Which algorithm underlies RSA?,MCQ,5,,,
10,170,4396,What does SQL stand for?,TrueFalse,1,,,
6,59,1289,Which protocol is stateless?,MCQ,2,,,
9,86,2063,Overfitting in ML means?,TrueFalse,2,,,
7,82,2018,Output of 2**3 in Python?,MCQ,3,,,
2,148,3785,Which OSI layer handles routing?,ShortAnswer,1,,,
2,144,3651,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,,,
11,45,1026,What is normalization in databases?,TrueFalse,3,,,
5,29,609,What does OOP stand for?,MCQ,2,,,
13,47,1046,Overfitting in ML means?,TrueFalse,5,,,
1,115,2905,Overfitting in ML means?,MCQ,1,,,
1,33,753,Which data structure uses LIFO?,MCQ,3,,,
13,109,2696,Overfitting in ML means?,MCQ,2,,,
7,190,4905,Which is NOT a supervised learning algorithm?,TrueFalse,2,,,
12,93,2314,What does API stand for?,ShortAnswer,5,,,
14,192,4935,Which algorithm underlies RSA?,MCQ,2,,,
3,41,884,Which protocol is stateless?,MCQ,3,,,
11,150,3850,Which algorithm underlies RSA?,MCQ,2,,,
14,30,668,What does OOP stand for?,TrueFalse,2,,,
10,63,1413,Overfitting in ML means?,MCQ,2,,,
15,85,2050,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
10,181,4576,Which OSI layer handles routing?,ShortAnswer,2,,,
5,62,1389,Output of 2**3 in Python?,MCQ,2,,,
9,17,352,Which algorithm underlies RSA?,ShortAnswer,2,,,
2,81,1948,What is the time complexity of binary search?,MCQ,2,,,
10,58,1271,Which OSI layer handles routing?,MCQ,3,,,
9,187,4816,What does API stand for?,MCQ,2,,,
7,190,4903,Which algorithm underlies RSA?,MCQ,2,,,
9,112,2797,What does OOP stand for?,TrueFalse,2,,,
9,17,321,What does OOP stand for?,TrueFalse,1,,,
9,187,4812,Which protocol is stateless?,MCQ,5,,,
4,108,2662,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
8,161,4187,What is normalization in databases?,MCQ,1,,,
10,90,2235,Which algorithm underlies RSA?,MCQ,5,,,
13,102,2466,What does SQL stand for?,MCQ,1,,,
6,121,3091,What does OOP stand for?,MCQ,2,,,
7,82,2012,Which is NOT a supervised learning algorithm?,MCQ,5,,,
14,28,573,Which sorting algorithm has worst-case O(n²)?,TrueFalse,3,,,
2,101,2449,What is a foreign key?,ShortAnswer,5,,,
7,108,2689,Which algorithm underlies RSA?,MCQ,2,,,
5,129,3278,Which is NOT a supervised learning algorithm?,MCQ,2,,,
4,112,2792,What is the time complexity of binary search?,MCQ,2,,,
1,117,5103,Output of 2**3 in Python?,MCQ,3,,,
7,58,1276,What does SQL stand for?,MCQ,2,,,
14,118,3044,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
6,4,5341,Which is NOT a supervised learning algorithm?,MCQ,3,,,
8,111,2728,What does API stand for?,MCQ,5,,,
2,103,2495,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
12,161,4176,What is normalization in databases?,MCQ,5,,,
10,148,3796,Which algorithm underlies RSA?,ShortAnswer,3,,,
3,135,3423,Which protocol is stateless?,TrueFalse,3,,,
9,3,82,What does API stand for?,TrueFalse,5,,,
6,67,1523,What is a deadlock?,MCQ,1,,,
12,180,4552,Output of 2**3 in Python?,MCQ,5,,,
9,81,1939,Which is NOT a supervised learning algorithm?,TrueFalse,5,,,
14,128,3252,Which algorithm underlies RSA?,TrueFalse,3,,,
2,52,1149,Which protocol is stateless?,MCQ,1,,,
12,188,4850,Which protocol is stateless?,ShortAnswer,1,,,
14,2,35,Which protocol is stateless?,MCQ,1,,,
14,2,33,What is a deadlock?,ShortAnswer,1,,,
11,187,4802,What does API stand for?,MCQ,1,,,
8,161,4184,What does API stand for?,MCQ,3,,,
3,118,3024,Which OSI layer handles routing?,MCQ,2,,,
9,165,4252,Which protocol is stateless?,MCQ,1,,,
14,117,2947,Which protocol is stateless?,MCQ,5,,,
14,166,4310,Overfitting in ML means?,MCQ,2,,,
5,185,4740,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,2,,,
6,77,1775,What does OOP stand for?,MCQ,2,,,
6,121,3090,Which OSI layer handles routing?,ShortAnswer,1,,,
4,117,2969,What does OOP stand for?,MCQ,5,,,
2,60,1330,What is the time complexity of binary search?,MCQ,2,,,
3,100,2434,What is a foreign key?,TrueFalse,5,,,
3,139,3479,What is normalization in databases?,MCQ,2,,,
1,107,2622,What does SQL stand for?,MCQ,5,,,
4,17,304,What does OOP stand for?,MCQ,5,,,
15,137,3441,What is a foreign key?,TrueFalse,3,,,
12,85,2052,Which protocol is stateless?,TrueFalse,2,,,
4,27,540,What does API stand for?,TrueFalse,5,,,
13,102,2465,Which algorithm underlies RSA?,MCQ,2,,,
12,105,2580,Which OSI layer handles routing?,MCQ,1,,,
6,38,833,Which OSI layer handles routing?,TrueFalse,2,,,
3,135,3426,What is normalization in databases?,ShortAnswer,3,,,
7,151,5267,What is normalization in databases?,MCQ,2,,,
7,190,4861,What does OOP stand for?,MCQ,1,,,
10,151,3908,What does OOP stand for?,ShortAnswer,2,,,
7,97,2351,Which algorithm underlies RSA?,MCQ,1,,,
12,80,1877,Which data structure uses LIFO?,TrueFalse,2,,,
11,77,1799,What does SQL stand for?,ShortAnswer,1,,,
14,75,1714,What is a deadlock?,MCQ,5,,,
2,93,2288,Which protocol is stateless?,MCQ,1,,,
3,100,2427,What is normalization in databases?,ShortAnswer,5,,,
13,109,2695,Overfitting in ML means?,MCQ,3,,,
2,101,2451,Which OSI layer handles routing?,MCQ,3,,,
4,144,3670,What is the time complexity of binary search?,MCQ,3,,,
9,86,2077,Which algorithm underlies RSA?,ShortAnswer,5,,,
14,113,2846,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
8,45,1024,Which data structure uses LIFO?,TrueFalse,5,,,
9,2,71,Overfitting in ML means?,TrueFalse,5,,,
12,119,3054,Which algorithm underlies RSA?,MCQ,1,,,
8,111,2724,What does API stand for?,MCQ,1,,,
14,17,340,Which OSI layer handles routing?,MCQ,3,,,
7,131,3383,What is normalization in databases?,MCQ,3,,,
4,17,306,What is a foreign key?,MCQ,2,,,
5,45,5146,Which algorithm underlies RSA?,TrueFalse,5,,,
15,39,850,Which protocol is stateless?,MCQ,2,,,
14,180,4563,What is a deadlock?,MCQ,2,,,
3,136,3431,What is a foreign key?,ShortAnswer,3,,,
2,9,205,Which algorithm underlies RSA?,MCQ,2,,,
8,45,1022,Which protocol is stateless?,MCQ,2,,,
10,148,3795,What does SQL stand for?,MCQ,2,,,
14,128,3216,Overfitting in ML means?,MCQ,5,,,
8,17,312,What does API stand for?,TrueFalse,1,,,
15,144,3635,What does SQL stand for?,MCQ,1,,,
6,42,936,Overfitting in ML means?,MCQ,1,,,
14,17,333,Which OSI layer handles routing?,ShortAnswer,2,,,
8,45,1023,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
1,2,17,Output of 2**3 in Python?,MCQ,5,,,
12,119,3050,Which protocol is stateless?,MCQ,2,,,
6,48,1076,What is the time complexity of binary search?,MCQ,2,,,
12,105,2582,Which OSI layer handles routing?,MCQ,1,,,
3,181,5167,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,5,,,
14,167,4336,What is a deadlock?,ShortAnswer,2,,,
11,150,3849,What does OOP stand for?,MCQ,5,,,
9,8,175,What does SQL stand for?,MCQ,1,,,
2,103,2505,Which OSI layer handles routing?,MCQ,1,,,
9,154,3986,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
1,117,2979,What is a deadlock?,ShortAnswer,2,,,
6,150,3878,What is a foreign key?,MCQ,3,,,
14,136,3435,What does API stand for?,MCQ,3,,,
14,2,40,Which data structure uses LIFO?,TrueFalse,2,,,
2,81,1953,What is a foreign key?,MCQ,2,,,
8,17,367,What is normalization in databases?,MCQ,2,,,
9,121,3100,Output of 2**3 in Python?,TrueFalse,2,,,
12,119,3049,What does OOP stand for?,MCQ,2,,,
3,187,4831,What does OOP stand for?,ShortAnswer,2,,,
9,8,164,What is a foreign key?,MCQ,3,,,
5,28,580,Which protocol is stateless?,TrueFalse,3,,,
8,126,3167,Output of 2**3 in Python?,MCQ,5,,,
14,28,571,Which OSI layer handles routing?,MCQ,3,,,
15,112,2821,What does API stand for?,MCQ,5,,,
1,97,2383,Which protocol is stateless?,ShortAnswer,1,,,
8,168,4385,What is the time complexity of binary search?,MCQ,2,,,
7,25,530,Which OSI layer handles routing?,TrueFalse,1,,,
3,198,5010,What is a foreign key?,MCQ,3,,,
15,155,4019,What is normalization in databases?,MCQ,5,,,
7,86,2124,Which algorithm underlies RSA?,MCQ,5,,,
