Id,QuizId,QuestionText,QuestionTextAr,QuestionType,Marks,Explanation,ExplanationAr,SortOrder,ImageUrl
5327,21,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,5,,,3,
2412,1021,Which data structure uses LIFO?,,MCQ,1,,,13,
2624,1098,Which sorting algorithm has worst-case O(n²)?,,TrueFalse,2,Because Bubble Sort is correct.,الشرح بالعربية,4,
13,11,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,,,2,
1985,841,Which algorithm underlies RSA?,,ShortAnswer,5,,,2,
3337,1375,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,5,,الشرح بالعربية,9,/uploads/questions/33e220d2-ebcc-4771-b872-5251a9c429e7.png
3261,1353,What does API stand for?,,ShortAnswer,3,,,12,
4234,1765,What is the time complexity of binary search?,,MCQ,5,Because O(log n) is correct.,,6,
419,176,Which is NOT a supervised learning algorithm?,,MCQ,2,Because K-Means is correct.,,8,
80,26,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,3,,,8,
4116,1696,Overfitting in ML means?,,MCQ,2,"Because Good on training, poor on test data is correct.",,6,
1010,470,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,ShortAnswer,1,Because K-Means is correct.,,5,
515,251,What is normalization in databases?,,MCQ,1,Because Reducing data redundancy is correct.,,12,
2205,934,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,الشرح بالعربية,6,
1899,816,Which data structure uses LIFO?,,MCQ,3,,,10,/uploads/questions/aae294e2-6813-43d9-839a-cfd2418bcc7e.png
1308,606,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,2,Because 8 is correct.,,12,
2619,1095,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,1,Because HTTP is correct.,,11,/uploads/questions/b69d6af4-a1be-47f2-bb80-0d9df0eca6fa.png
266,138,What does OOP stand for?,,TrueFalse,3,,الشرح بالعربية,1,
3214,1347,What does API stand for?,ترجمة: What does API stand for?,ShortAnswer,5,Because Application Programming Interface is correct.,,7,
4538,1914,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,5,Because Object Oriented Programming is correct.,,6,
3838,1597,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,TrueFalse,1,,,3,
3625,1514,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,1,,,2,/uploads/questions/1505fac6-c54d-4f11-a4aa-8ddd9d2b287e.png
4628,1936,Which OSI layer handles routing?,,MCQ,1,,,5,
5322,81,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,1,Because Reducing data redundancy is correct.,,3,
3759,1570,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,1,Because Stack is correct.,,9,
2918,1208,What does SQL stand for?,,MCQ,2,Because Structured Query Language is correct.,الشرح بالعربية,6,
471,193,What is the time complexity of binary search?,,MCQ,3,,,3,
1603,714,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,5,,الشرح بالعربية,7,
1636,718,Output of 2**3 in Python?,,MCQ,2,Because 8 is correct.,,15,
3924,1623,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,1,Because Two processes waiting for each other is correct.,,2,
1715,756,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,5,Because Reducing data redundancy is correct.,,2,
3115,1300,Which data structure uses LIFO?,,MCQ,5,Because Stack is correct.,الشرح بالعربية,4,
4028,1660,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,5,Because Network Layer is correct.,,10,
5125,2155,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,2,,الشرح بالعربية,1,
171,81,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,Because HTTP is correct.,الشرح بالعربية,8,
3580,1499,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,3,Because Two processes waiting for each other is correct.,,5,
1568,705,Which OSI layer handles routing?,,MCQ,2,Because Network Layer is correct.,,1,
181,84,Output of 2**3 in Python?,,MCQ,1,Because 8 is correct.,,4,
300,148,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,1,Because Bubble Sort is correct.,,6,
1043,496,What is a deadlock?,,MCQ,2,,,9,
1964,833,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,Because Object Oriented Programming is correct.,,7,
1483,664,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,3,"Because Good on training, poor on test data is correct.",الشرح بالعربية,3,
1501,670,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,,,6,
95,32,What does API stand for?,,TrueFalse,1,,,7,
2067,886,What is normalization in databases?,,MCQ,2,,,5,
2024,852,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,,الشرح بالعربية,4,/uploads/questions/bd17747c-a298-430c-add3-3523256e4d18.png
4102,1695,What is a deadlock?,,MCQ,3,Because Two processes waiting for each other is correct.,الشرح بالعربية,1,
3114,1300,Output of 2**3 in Python?,,ShortAnswer,5,Because 8 is correct.,الشرح بالعربية,3,
4311,1793,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,Because Application Programming Interface is correct.,,6,
1659,727,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,2,,الشرح بالعربية,1,
1623,718,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,3,,,2,/uploads/questions/34cef36d-4fd7-448f-9207-6fdb885dfbb0.png
3206,1345,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,Because HTTP is correct.,,4,
4398,1838,What is a deadlock?,,MCQ,1,,الشرح بالعربية,5,
4243,1768,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,TrueFalse,2,Because Bubble Sort is correct.,,1,/uploads/questions/39891471-ef5c-4711-8499-62ce8f3b2230.png
353,153,Overfitting in ML means?,,MCQ,2,"Because Good on training, poor on test data is correct.",,8,
509,251,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,1,,الشرح بالعربية,6,
2559,1079,Which algorithm underlies RSA?,,ShortAnswer,2,,,12,/uploads/questions/0090044a-9c62-40a4-b1a8-ea00d5ed1303.png
1557,690,Which OSI layer handles routing?,,MCQ,5,,,11,
4739,1987,What does OOP stand for?,,MCQ,2,,الشرح بالعربية,5,
948,443,What is the time complexity of binary search?,,MCQ,1,Because O(log n) is correct.,الشرح بالعربية,9,
3438,1432,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,1,Because Stack is correct.,الشرح بالعربية,6,
3769,1572,What is the time complexity of binary search?,ترجمة: What is the time complexity of,TrueFalse,3,,,5,
3442,1434,Which is NOT a supervised learning algorithm?,,MCQ,3,,,2,
3408,1408,What is a deadlock?,,MCQ,2,,,7,/uploads/questions/b498397a-6cf3-47b7-9404-3c9c4d59e778.png
579,282,What does API stand for?,ترجمة: What does API stand for?,ShortAnswer,3,,,1,
2206,934,Output of 2**3 in Python?,,TrueFalse,5,,,7,
1342,617,What does OOP stand for?,,MCQ,2,,,5,
4120,1697,Overfitting in ML means?,,MCQ,2,"Because Good on training, poor on test data is correct.",,3,/uploads/questions/c20e15c2-786e-4443-9583-6ce3f31344b6.png
3603,1505,Which OSI layer handles routing?,,ShortAnswer,3,,,4,
2214,939,What is a foreign key?,,TrueFalse,5,Because References a primary key in another table is correct.,,4,
41,16,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,Because Stack is correct.,الشرح بالعربية,11,
177,81,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,,14,
3690,1546,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,,,3,
3221,1347,What does API stand for?,ترجمة: What does API stand for?,MCQ,1,,,14,/uploads/questions/92eaca18-e1f0-4abb-ba4a-41ad3e6ed1b6.png
1199,560,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,1,Because Object Oriented Programming is correct.,,10,
4811,2011,Which is NOT a supervised learning algorithm?,,ShortAnswer,1,,,6,
1736,764,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,2,Because Reducing data redundancy is correct.,,5,
3144,1317,What is a foreign key?,,ShortAnswer,2,Because References a primary key in another table is correct.,الشرح بالعربية,3,
1710,752,Which OSI layer handles routing?,,MCQ,3,,الشرح بالعربية,9,
5077,2141,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,5,,,6,
5162,2161,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,الشرح بالعربية,5,
856,409,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,Because Stack is correct.,,6,
4296,1789,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,5,Because Network Layer is correct.,,4,
5261,2209,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,,الشرح بالعربية,1,
635,291,Output of 2**3 in Python?,,MCQ,2,Because 8 is correct.,,4,
3933,1635,Overfitting in ML means?,,MCQ,3,"Because Good on training, poor on test data is correct.",,3,
5335,68,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,2,,,4,
4044,1667,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,3,,,2,
1067,510,Overfitting in ML means?,,TrueFalse,5,"Because Good on training, poor on test data is correct.",,1,/uploads/questions/17fcf08e-f06a-4aa5-9f3d-29101b58885d.png
4299,1789,Output of 2**3 in Python?,,ShortAnswer,1,,,7,
5141,2158,What is the time complexity of binary search?,,MCQ,3,,الشرح بالعربية,7,/uploads/questions/f94ae78b-d2ee-4fbc-938e-edf780ccfbae.png
4236,1765,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,,8,
3882,1604,Output of 2**3 in Python?,,TrueFalse,5,,,7,
5319,33,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,1,Because Bubble Sort is correct.,,5,
42,16,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,,,12,
1995,846,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,1,,,1,
5048,2133,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,Because Public Key Cryptography is correct.,,1,
5260,2208,What is normalization in databases?,,TrueFalse,5,Because Reducing data redundancy is correct.,الشرح بالعربية,9,
4141,1705,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,Because Reducing data redundancy is correct.,الشرح بالعربية,10,
4339,1807,Which OSI layer handles routing?,,MCQ,1,Because Network Layer is correct.,,5,/uploads/questions/c92f6e66-d758-4dce-9b3a-b78971821af2.png
299,148,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,5,Because Bubble Sort is correct.,,5,/uploads/questions/032cd756-1cc4-4c82-825c-d8b8d4b994b2.png
1304,606,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,5,Because Network Layer is correct.,,8,
421,176,Which is NOT a supervised learning algorithm?,,MCQ,5,,الشرح بالعربية,10,/uploads/questions/ad856eed-f70d-4ce4-aeeb-00cb89eda827.png
3522,1477,What does OOP stand for?,,ShortAnswer,3,,,5,/uploads/questions/25dc833b-2e27-4834-9f62-232ad9099320.png
1358,620,Overfitting in ML means?,,MCQ,1,,,2,
917,435,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,6,
2910,1205,What is a deadlock?,,MCQ,3,,,1,
3532,1486,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,,9,
1680,742,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,TrueFalse,3,Because Public Key Cryptography is correct.,,5,
899,431,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,,,5,
4950,2075,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,TrueFalse,1,Because K-Means is correct.,,7,
1248,585,What is a deadlock?,ترجمة: What is a deadlock?,ShortAnswer,2,Because Two processes waiting for each other is correct.,,1,
1029,477,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,2,"Because Good on training, poor on test data is correct.",,1,
1073,510,Which algorithm underlies RSA?,,MCQ,2,Because Public Key Cryptography is correct.,,7,
4554,1918,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,5,Because 8 is correct.,,9,
1409,637,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,Because O(log n) is correct.,الشرح بالعربية,3,
857,409,Which protocol is stateless?,,MCQ,5,,,7,
1261,587,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,3,Because Public Key Cryptography is correct.,,4,/uploads/questions/51eba9af-6991-435f-9202-648c3db37107.png
3517,1467,Overfitting in ML means?,,MCQ,2,"Because Good on training, poor on test data is correct.",,7,
133,53,What does OOP stand for?,,TrueFalse,3,Because Object Oriented Programming is correct.,,6,
3844,1597,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,,9,
2253,957,What does API stand for?,,ShortAnswer,1,Because Application Programming Interface is correct.,الشرح بالعربية,3,
1555,690,Which protocol is stateless?,,MCQ,1,,الشرح بالعربية,9,
4435,1858,What does SQL stand for?,,MCQ,5,,,11,
4068,1677,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,5,,,3,/uploads/questions/a51b8a8b-be1e-4792-a966-36863dd931fd.png
5163,2161,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,,,6,
1595,712,Which protocol is stateless?,,MCQ,2,,,14,
3025,1250,What is the time complexity of binary search?,,MCQ,3,Because O(log n) is correct.,الشرح بالعربية,5,
1320,612,Which data structure uses LIFO?,,TrueFalse,5,Because Stack is correct.,,1,
2597,1089,What does OOP stand for?,,TrueFalse,3,,,1,
4917,2056,What does OOP stand for?,,TrueFalse,2,,الشرح بالعربية,1,
2183,930,What is a deadlock?,,ShortAnswer,5,Because Two processes waiting for each other is correct.,,4,
3086,1290,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,الشرح بالعربية,3,
4025,1660,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,ShortAnswer,2,Because K-Means is correct.,,7,/uploads/questions/58c4c34d-e301-4b68-ab7b-754cd54a90ab.png
4569,1919,Which sorting algorithm has worst-case O(n²)?,,TrueFalse,3,,,14,
3311,1369,What is normalization in databases?,,TrueFalse,5,,,8,
4833,2013,Which protocol is stateless?,,MCQ,3,,الشرح بالعربية,9,
2491,1062,What is the time complexity of binary search?,,TrueFalse,2,Because O(log n) is correct.,,11,
2333,986,Which data structure uses LIFO?,,MCQ,5,,,9,
2060,878,Which algorithm underlies RSA?,,MCQ,2,,,2,
2264,957,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,1,Because HTTP is correct.,,14,
4765,1996,Which OSI layer handles routing?,,ShortAnswer,5,,,4,/uploads/questions/937e020d-d8cb-497b-82ef-ce68a0a5dc51.png
4860,2039,What is a foreign key?,,MCQ,2,Because References a primary key in another table is correct.,,8,
2764,1152,Which algorithm underlies RSA?,,ShortAnswer,5,,,3,
1227,565,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,TrueFalse,1,,الشرح بالعربية,3,
5257,2208,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,6,
3597,1503,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,5,,,5,
152,60,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,,11,/uploads/questions/c1e21495-9c71-47f1-9ca0-f01e62f33787.png
3973,1641,What is a foreign key?,,MCQ,5,Because References a primary key in another table is correct.,الشرح بالعربية,4,
1886,815,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,3,,,10,
